"Year","LEA","LEA Name","Type","SourceState","SourceFederal","SourceLocal","SourceTotal","Per PupilState","Per PupilFederal","Per PupilLocal","Per PupilTotal","Per PupilPercent"
"2017","740","Pitt County Schools","EMPLOYEE BENEFITS","34,205,886","4,833,794","5,901,270","44,940,950","1,472.87","208.14","254.10","1,935.11","21.8"
"2017","740","Pitt County Schools","PURCHASED SERVICES","4,394,981","534,022","10,546,293","15,475,296","189.24","22.99","454.11","666.34","7.6"
"2017","740","Pitt County Schools","SUPPLIES & MATERIALS","3,692,925","6,683,742","6,399,859","16,776,526","159.01","287.79","275.57","722.37","8.2"
"2017","740","Pitt County Schools","INSTRUCTIONAL EQUIP.","2,816,808","328,652","45,890","3,191,350","121.29","14.15","1.98","137.42","1.6"
"2017","740","Pitt County Schools","TOTAL","138,492,450","25,041,401","41,376,346","204,910,197","5,963.33","1,078.25","1,781.62","8,823.20","100.0"
"2017","750","Polk County Schools","SALARIES","11,110,394","1,401,828","2,888,365","15,400,587","5,158.03","650.80","1,340.93","7,149.76","62.2"
"2017","750","Polk County Schools","EMPLOYEE BENEFITS","3,885,756","501,606","898,047","5,285,409","1,803.97","232.87","416.92","2,453.76","21.3"
"2017","750","Polk County Schools","PURCHASED SERVICES","184,327","61,829","1,704,589","1,950,745","85.57","28.70","791.36","905.63","7.9"
"2017","750","Polk County Schools","SUPPLIES & MATERIALS","690,614","604,332","730,795","2,025,741","320.62","280.56","339.27","940.45","8.2"
"2017","750","Polk County Schools","INSTRUCTIONAL EQUIP.","23,643","0","68,336","91,979","10.98","0.00","31.73","42.71","0.4"
"2017","750","Polk County Schools","TOTAL","15,894,734","2,569,595","6,290,132","24,754,461","7,379.17","1,192.93","2,920.21","11,492.31","100.0"
"2019","090","Bladen County Schools","SUPPLIES & MATERIALS","1,095,088","2,383,652","780,851","4,259,591","265.80","578.56","189.53","1,033.89","9.3"
"2019","090","Bladen County Schools","INSTRUCTIONAL EQUIP.","1,229,372","58,966","13,874","1,302,212","298.39","14.31","3.37","316.07","2.8"
"2019","090","Bladen County Schools","TOTAL","32,201,232","7,300,291","6,466,903","45,968,426","7,815.84","1,771.91","1,569.64","11,157.39","100.0"
"2019","100","Brunswick County Schools","SALARIES","53,954,461","6,836,605","16,700,860","77,491,926","4,357.14","552.10","1,348.69","6,257.93","60.9"
"2019","100","Brunswick County Schools","EMPLOYEE BENEFITS","20,307,394","2,772,463","6,632,388","29,712,245","1,639.94","223.89","535.60","2,399.43","23.4"
"2019","100","Brunswick County Schools","PURCHASED SERVICES","1,671,455","904,602","7,342,054","9,918,111","134.98","73.05","592.91","800.94","7.8"
"2019","100","Brunswick County Schools","SUPPLIES & MATERIALS","2,874,449","2,672,704","3,754,715","9,301,868","232.13","215.84","303.22","751.19","7.3"
"2019","100","Brunswick County Schools","INSTRUCTIONAL EQUIP.","714,401","55,024","30,743","800,168","57.69","4.44","2.48","64.61","0.6"
"2019","100","Brunswick County Schools","TOTAL","79,522,160","13,241,398","34,460,760","127,224,318","6,421.88","1,069.32","2,782.90","10,274.10","100.0"
"2019","110","Buncombe County Schools","SALARIES","103,838,754","12,444,493","42,956,252","159,239,499","4,426.20","530.46","1,831.04","6,787.70","64.6"
"2019","110","Buncombe County Schools","EMPLOYEE BENEFITS","38,524,265","4,903,908","14,966,256","58,394,429","1,642.13","209.03","637.95","2,489.11","23.7"
"2019","110","Buncombe County Schools","PURCHASED SERVICES","2,314,822","1,076,789","9,911,791","13,303,402","98.67","45.90","422.50","567.07","5.4"
"2019","110","Buncombe County Schools","SUPPLIES & MATERIALS","3,384,441","6,094,066","5,883,384","15,361,891","144.26","259.76","250.78","654.80","6.2"
"2019","110","Buncombe County Schools","INSTRUCTIONAL EQUIP.","218,587","106,754","22,637","347,978","9.32","4.55","0.96","14.83","0.1"
"2019","110","Buncombe County Schools","TOTAL","148,280,869","24,626,010","73,740,320","246,647,199","6,320.58","1,049.70","3,143.23","10,513.51","100.0"
"2019","111","Asheville City Schools","SALARIES","19,321,641","2,095,417","14,173,777","35,590,835","4,513.35","489.47","3,310.86","8,313.68","62.1"
"2019","111","Asheville City Schools","EMPLOYEE BENEFITS","7,089,117","756,928","5,254,823","13,100,868","1,655.95","176.81","1,227.48","3,060.24","22.8"
"2019","111","Asheville City Schools","PURCHASED SERVICES","646,957","252,700","4,466,720","5,366,377","151.12","59.03","1,043.38","1,253.53","9.4"
"2019","111","Asheville City Schools","SUPPLIES & MATERIALS","849,095","694,237","1,522,097","3,065,429","198.34","162.17","355.55","716.06","5.3"
"2019","111","Asheville City Schools","INSTRUCTIONAL EQUIP.","169,075","-5,517","52,273","215,831","39.49","-1.29","12.21","50.41","0.4"
"2019","111","Asheville City Schools","TOTAL","28,075,885","3,793,765","25,469,690","57,339,340","6,558.25","886.19","5,949.48","13,393.92","100.0"
"2019","120","Burke County Schools","SALARIES","55,001,692","4,966,481","7,432,094","67,400,267","4,653.27","420.18","628.77","5,702.22","59.8"
"2019","120","Burke County Schools","EMPLOYEE BENEFITS","20,669,874","2,103,367","2,460,281","25,233,522","1,748.72","177.95","208.15","2,134.82","22.4"
"2019","120","Burke County Schools","PURCHASED SERVICES","2,190,086","3,977,177","6,756,960","12,924,223","185.29","336.48","571.65","1,093.42","11.5"
"2019","120","Burke County Schools","SUPPLIES & MATERIALS","2,712,861","1,711,849","2,087,857","6,512,567","229.51","144.83","176.64","550.98","5.8"
"2019","120","Burke County Schools","INSTRUCTIONAL EQUIP.","136,094","175,304","294,950","606,348","11.51","14.83","24.95","51.29","0.5"
"2019","120","Burke County Schools","TOTAL","80,710,607","12,934,178","19,032,142","112,676,927","6,828.30","1,094.27","1,610.16","9,532.73","100.0"
"2019","130","Cabarrus County Schools","SALARIES","135,531,226","10,701,886","33,819,216","180,052,328","4,113.36","324.80","1,026.41","5,464.57","61.8"
"2019","130","Cabarrus County Schools","EMPLOYEE BENEFITS","49,288,476","3,214,102","12,843,322","65,345,900","1,495.90","97.55","389.79","1,983.24","22.4"
"2019","130","Cabarrus County Schools","PURCHASED SERVICES","4,342,467","964,692","12,031,930","17,339,089","131.79","29.28","365.17","526.24","5.9"
"2019","130","Cabarrus County Schools","SUPPLIES & MATERIALS","6,653,213","5,258,726","14,020,140","25,932,079","201.92","159.60","425.51","787.03","8.9"
"2019","130","Cabarrus County Schools","INSTRUCTIONAL EQUIP.","1,273,434","289,834","1,246,623","2,809,891","38.65","8.80","37.83","85.28","1.0"
"2019","130","Cabarrus County Schools","TOTAL","197,088,816","20,429,240","73,961,231","291,479,287","5,981.62","620.03","2,244.71","8,846.36","100.0"
"2019","132","Kannapolis City Schools","SALARIES","24,000,258","3,010,994","4,871,706","31,882,958","4,470.15","560.81","907.38","5,938.34","59.4"
"2019","132","Kannapolis City Schools","EMPLOYEE BENEFITS","8,892,800","1,169,059","1,564,366","11,626,225","1,656.32","217.74","291.37","2,165.43","21.7"
"2019","132","Kannapolis City Schools","PURCHASED SERVICES","752,284","137,077","4,485,386","5,374,747","140.12","25.53","835.42","1,001.07","10.0"
"2019","132","Kannapolis City Schools","SUPPLIES & MATERIALS","1,284,498","1,944,416","1,253,072","4,481,986","239.24","362.16","233.39","834.79","8.3"
"2019","132","Kannapolis City Schools","INSTRUCTIONAL EQUIP.","53,704","59,401","233,560","346,665","10.00","11.06","43.50","64.56","0.6"
"2019","132","Kannapolis City Schools","TOTAL","34,983,544","6,320,947","12,408,090","53,712,581","6,515.83","1,177.30","2,311.06","10,004.19","100.0"
"2019","140","Caldwell County Schools","SALARIES","53,706,115","5,183,857","11,658,572","70,548,544","4,779.83","461.36","1,037.61","6,278.80","63.5"
"2019","140","Caldwell County Schools","EMPLOYEE BENEFITS","20,375,116","2,165,277","4,151,224","26,691,617","1,813.38","192.71","369.46","2,375.55","24.0"
"2019","140","Caldwell County Schools","PURCHASED SERVICES","1,739,803","252,989","4,734,635","6,727,427","154.84","22.52","421.38","598.74","6.1"
"2019","140","Caldwell County Schools","SUPPLIES & MATERIALS","1,920,721","3,060,161","2,021,391","7,002,273","170.94","272.35","179.90","623.19","6.3"
"2019","140","Caldwell County Schools","INSTRUCTIONAL EQUIP.","10,526","32,397","34,325","77,248","0.94","2.88","3.05","6.87","0.1"
"2019","140","Caldwell County Schools","TOTAL","77,752,281","10,694,681","22,600,147","111,047,109","6,919.93","951.82","2,011.40","9,883.15","100.0"
"2019","150","Camden County Schools","SALARIES","10,088,510","458,982","1,289,675","11,837,167","5,441.48","247.56","695.62","6,384.66","63.1"
"2019","150","Camden County Schools","EMPLOYEE BENEFITS","3,620,086","184,350","439,901","4,244,337","1,952.58","99.43","237.27","2,289.28","22.6"
"2019","150","Camden County Schools","PURCHASED SERVICES","556,593","34,979","1,129,296","1,720,868","300.21","18.87","609.11","928.19","9.2"
"2019","150","Camden County Schools","SUPPLIES & MATERIALS","441,553","152,923","348,245","942,721","238.16","82.48","187.83","508.47","5.0"
"2019","150","Camden County Schools","INSTRUCTIONAL EQUIP.","6,527","10,078","9,265","25,870","3.52","5.44","5.00","13.96","0.1"
"2020","090","Bladen County Schools","SUPPLIES & MATERIALS","1,261,315","2,881,940","698,116","4,841,371","310.67","709.84","171.95","1,192.46","10.4"
"2020","090","Bladen County Schools","INSTRUCTIONAL EQUIP.","568,655","188,918","58,841","816,414","140.06","46.53","14.49","201.08","1.7"
"2020","090","Bladen County Schools","TOTAL","31,832,590","8,520,478","6,398,104","46,751,172","7,840.54","2,098.64","1,575.88","11,515.06","100.0"
"2020","100","Brunswick County Schools","SALARIES","54,928,177","6,913,221","16,623,920","78,465,318","4,414.03","555.55","1,335.90","6,305.48","60.7"
"2020","100","Brunswick County Schools","EMPLOYEE BENEFITS","21,758,812","2,862,341","6,253,208","30,874,361","1,748.54","230.02","502.51","2,481.07","23.8"
"2020","100","Brunswick County Schools","PURCHASED SERVICES","1,572,097","670,500","6,822,793","9,065,390","126.33","53.88","548.28","728.49","7.0"
"2020","100","Brunswick County Schools","SUPPLIES & MATERIALS","2,979,454","2,643,151","3,931,297","9,553,902","239.43","212.40","315.92","767.75","7.4"
"2020","100","Brunswick County Schools","INSTRUCTIONAL EQUIP.","1,317,803","62,326","29,118","1,409,247","105.90","5.01","2.34","113.25","1.1"
"2020","100","Brunswick County Schools","TOTAL","82,556,343","13,151,539","33,660,336","129,368,218","6,634.23","1,056.86","2,704.95","10,396.04","100.0"
"2020","110","Buncombe County Schools","SALARIES","105,034,672","12,914,692","41,622,920","159,572,284","4,485.79","551.56","1,777.62","6,814.97","64.5"
"2020","110","Buncombe County Schools","EMPLOYEE BENEFITS","40,069,161","5,339,030","15,101,881","60,510,072","1,711.26","228.02","644.97","2,584.25","24.5"
"2020","110","Buncombe County Schools","PURCHASED SERVICES","2,721,663","1,047,490","8,899,402","12,668,555","116.24","44.74","380.07","541.05","5.1"
"2020","110","Buncombe County Schools","SUPPLIES & MATERIALS","3,171,032","6,722,683","4,468,818","14,362,533","135.43","287.11","190.85","613.39","5.8"
"2020","110","Buncombe County Schools","INSTRUCTIONAL EQUIP.","224,946","30,449","5,052","260,447","9.61","1.30","0.22","11.13","0.1"
"2020","110","Buncombe County Schools","TOTAL","151,221,474","26,054,344","70,098,073","247,373,891","6,458.33","1,112.73","2,993.73","10,564.79","100.0"
"2020","111","Asheville City Schools","SALARIES","19,493,919","1,946,697","14,557,248","35,997,864","4,536.63","453.04","3,387.77","8,377.44","62.0"
"2020","111","Asheville City Schools","EMPLOYEE BENEFITS","7,381,135","646,591","5,444,389","13,472,115","1,717.74","150.47","1,267.02","3,135.23","23.1"
"2020","111","Asheville City Schools","PURCHASED SERVICES","744,154","343,762","4,064,251","5,152,167","173.18","80.00","945.83","1,199.01","8.9"
"2020","111","Asheville City Schools","SUPPLIES & MATERIALS","909,997","779,664","1,442,139","3,131,800","211.77","181.44","335.62","728.83","5.4"
"2020","111","Asheville City Schools","INSTRUCTIONAL EQUIP.","241,144","24,253","84,560","349,957","56.12","5.64","19.68","81.44","0.6"
"2020","111","Asheville City Schools","TOTAL","28,770,349","3,740,967","25,592,587","58,103,903","6,695.44","870.59","5,955.92","13,521.95","100.0"
"2020","120","Burke County Schools","SALARIES","56,010,667","5,143,331","6,695,730","67,849,728","4,743.05","435.54","567.00","5,745.59","59.1"
"2020","120","Burke County Schools","EMPLOYEE BENEFITS","21,648,141","2,226,959","2,977,422","26,852,522","1,833.19","188.58","252.13","2,273.90","23.4"
"2020","120","Burke County Schools","PURCHASED SERVICES","1,712,401","4,411,606","5,975,003","12,099,010","145.01","373.58","505.97","1,024.56","10.5"
"2020","120","Burke County Schools","SUPPLIES & MATERIALS","3,820,186","1,511,612","1,766,076","7,097,874","323.50","128.01","149.55","601.06","6.2"
"2020","120","Burke County Schools","INSTRUCTIONAL EQUIP.","106,962","390,795","381,069","878,826","9.06","33.09","32.27","74.42","0.8"
"2020","120","Burke County Schools","TOTAL","83,298,357","13,684,303","17,795,300","114,777,960","7,053.81","1,158.80","1,506.92","9,719.53","100.0"
"2020","130","Cabarrus County Schools","SALARIES","139,008,746","11,263,574","35,682,310","185,954,630","4,138.89","335.37","1,062.42","5,536.68","61.4"
"2020","130","Cabarrus County Schools","EMPLOYEE BENEFITS","53,246,533","4,016,554","12,479,345","69,742,432","1,585.38","119.59","371.56","2,076.53","23.0"
"2020","130","Cabarrus County Schools","PURCHASED SERVICES","5,765,245","881,537","11,399,333","18,046,115","171.66","26.25","339.41","537.32","6.0"
"2020","130","Cabarrus County Schools","SUPPLIES & MATERIALS","7,405,992","4,510,847","14,348,324","26,265,163","220.51","134.31","427.21","782.03","8.7"
"2020","130","Cabarrus County Schools","INSTRUCTIONAL EQUIP.","1,713,372","262,907","771,833","2,748,112","51.01","7.83","22.98","81.82","0.9"
"2020","130","Cabarrus County Schools","TOTAL","207,139,888","20,935,419","74,681,145","302,756,452","6,167.45","623.35","2,223.58","9,014.38","100.0"
"2020","132","Kannapolis City Schools","SALARIES","24,009,309","2,782,047","4,399,124","31,190,480","4,475.17","518.55","819.97","5,813.69","58.3"
"2020","132","Kannapolis City Schools","EMPLOYEE BENEFITS","9,144,984","1,449,698","1,543,549","12,138,231","1,704.56","270.21","287.71","2,262.48","22.7"
"2020","132","Kannapolis City Schools","PURCHASED SERVICES","760,444","198,762","5,204,755","6,163,961","141.74","37.05","970.13","1,148.92","11.5"
"2020","132","Kannapolis City Schools","SUPPLIES & MATERIALS","819,377","1,399,289","1,437,062","3,655,728","152.73","260.82","267.86","681.41","6.8"
"2020","132","Kannapolis City Schools","INSTRUCTIONAL EQUIP.","126,108","129,349","98,238","353,695","23.51","24.11","18.31","65.93","0.7"
"2020","132","Kannapolis City Schools","TOTAL","34,860,222","5,959,145","12,682,728","53,502,095","6,497.71","1,110.74","2,363.98","9,972.43","100.0"
"2020","140","Caldwell County Schools","SALARIES","53,139,168","5,639,565","8,879,338","67,658,071","4,789.04","508.25","800.23","6,097.52","62.8"
"2020","140","Caldwell County Schools","EMPLOYEE BENEFITS","20,722,178","2,284,348","3,303,394","26,309,920","1,867.54","205.87","297.71","2,371.12","24.3"
"2020","140","Caldwell County Schools","PURCHASED SERVICES","1,468,387","333,921","4,509,214","6,311,522","132.33","30.09","406.38","568.80","5.9"
"2020","140","Caldwell County Schools","SUPPLIES & MATERIALS","2,301,463","3,743,124","950,328","6,994,915","207.41","337.34","85.65","630.40","6.5"
"2020","140","Caldwell County Schools","INSTRUCTIONAL EQUIP.","327,933","107,667","74,318","509,918","29.55","9.70","6.70","45.95","0.5"
"2020","140","Caldwell County Schools","TOTAL","77,959,129","12,108,625","17,716,592","107,784,346","7,025.87","1,091.25","1,596.67","9,713.79","100.0"
"2020","150","Camden County Schools","SALARIES","10,407,245","512,506","1,127,015","12,046,766","5,625.54","277.03","609.20","6,511.77","62.3"
"2020","150","Camden County Schools","EMPLOYEE BENEFITS","3,839,085","227,982","389,505","4,456,572","2,075.18","123.23","210.54","2,408.95","23.0"
"2020","150","Camden County Schools","PURCHASED SERVICES","426,823","47,005","1,185,803","1,659,631","230.72","25.41","640.97","897.10","8.6"
"2020","150","Camden County Schools","SUPPLIES & MATERIALS","581,536","252,924","230,672","1,065,132","314.34","136.72","124.69","575.75","5.5"
"2020","150","Camden County Schools","INSTRUCTIONAL EQUIP.","110,469","1,634","209","112,312","59.71","0.88","0.11","60.70","0.6"
"2018","570","Madison County Schools","PURCHASED SERVICES","290,320","148,888","1,552,947","1,992,155","128.12","65.71","685.33","879.16","8.3"
"2018","570","Madison County Schools","SUPPLIES & MATERIALS","873,979","651,594","798,919","2,324,492","385.69","287.55","352.57","1,025.81","9.7"
"2018","570","Madison County Schools","INSTRUCTIONAL EQUIP.","96,826","6,679","561","104,066","42.73","2.95","0.25","45.93","0.4"
"2018","570","Madison County Schools","TOTAL","17,635,061","2,608,709","3,730,345","23,974,115","7,782.46","1,151.25","1,646.23","10,579.94","100.0"
"2018","580","Martin County Schools","SALARIES","16,618,862","2,151,982","2,552,262","21,323,106","5,488.40","710.69","842.89","7,041.98","61.2"
"2018","580","Martin County Schools","EMPLOYEE BENEFITS","6,019,689","846,865","947,362","7,813,916","1,988.01","279.68","312.87","2,580.56","22.4"
"2018","580","Martin County Schools","PURCHASED SERVICES","332,394","302,847","2,250,391","2,885,632","109.77","100.02","743.19","952.98","8.3"
"2018","580","Martin County Schools","SUPPLIES & MATERIALS","681,705","1,412,963","507,857","2,602,525","225.13","466.63","167.72","859.48","7.5"
"2018","580","Martin County Schools","INSTRUCTIONAL EQUIP.","94,502","31,212","67,592","193,306","31.21","10.31","22.32","63.84","0.6"
"2018","580","Martin County Schools","TOTAL","23,747,152","4,745,869","6,325,464","34,818,485","7,842.52","1,567.33","2,088.99","11,498.84","100.0"
"2018","590","McDowell County Schools","SALARIES","28,627,137","3,715,580","4,386,712","36,729,429","4,766.42","618.64","730.39","6,115.45","62.8"
"2018","590","McDowell County Schools","EMPLOYEE BENEFITS","10,209,862","1,393,013","1,520,877","13,123,752","1,699.94","231.94","253.23","2,185.11","22.5"
"2018","590","McDowell County Schools","PURCHASED SERVICES","787,086","175,720","2,430,125","3,392,931","131.05","29.26","404.62","564.93","5.8"
"2018","590","McDowell County Schools","SUPPLIES & MATERIALS","1,185,099","1,948,212","1,843,138","4,976,449","197.32","324.38","306.88","828.58","8.5"
"2018","590","McDowell County Schools","INSTRUCTIONAL EQUIP.","0","61,028","159,873","220,901","0.00","10.16","26.62","36.78","0.4"
"2018","590","McDowell County Schools","TOTAL","40,809,184","7,293,553","10,340,725","58,443,462","6,794.73","1,214.38","1,721.74","9,730.85","100.0"
"2018","600","Charlotte-Mecklenburg County Schools","SALARIES","563,710,979","67,354,463","208,545,167","839,610,609","3,842.79","459.15","1,421.64","5,723.58","62.4"
"2018","600","Charlotte-Mecklenburg County Schools","EMPLOYEE BENEFITS","206,312,156","21,411,607","60,724,432","288,448,195","1,406.42","145.96","413.96","1,966.34","21.3"
"2018","600","Charlotte-Mecklenburg County Schools","PURCHASED SERVICES","29,062,389","14,978,269","67,104,062","111,144,720","198.12","102.11","457.45","757.68","8.3"
"2018","600","Charlotte-Mecklenburg County Schools","SUPPLIES & MATERIALS","32,857,155","35,998,185","29,548,438","98,403,778","223.99","245.40","201.43","670.82","7.3"
"2018","600","Charlotte-Mecklenburg County Schools","INSTRUCTIONAL EQUIP.","7,314,368","1,607,615","-129,069","8,792,914","49.86","10.96","-0.88","59.94","0.7"
"2018","600","Charlotte-Mecklenburg County Schools","TOTAL","839,257,047","141,350,139","365,793,030","1,346,400,216","5,721.18","963.58","2,493.60","9,178.36","100.0"
"2018","610","Mitchell County Schools","SALARIES","10,347,707","794,081","1,000,578","12,142,366","5,590.33","429.00","540.56","6,559.89","60.3"
"2018","610","Mitchell County Schools","EMPLOYEE BENEFITS","3,625,979","345,850","379,409","4,351,238","1,958.93","186.84","204.98","2,350.75","21.6"
"2018","610","Mitchell County Schools","PURCHASED SERVICES","414,873","320,431","1,161,434","1,896,738","224.13","173.11","627.46","1,024.70","9.4"
"2018","610","Mitchell County Schools","SUPPLIES & MATERIALS","581,143","438,911","431,069","1,451,123","313.96","237.12","232.88","783.96","7.2"
"2018","610","Mitchell County Schools","INSTRUCTIONAL EQUIP.","308,227","0","2,006","310,233","166.52","0.00","1.08","167.60","1.5"
"2018","610","Mitchell County Schools","TOTAL","15,277,929","1,899,273","2,974,496","20,151,698","8,253.87","1,026.07","1,606.96","10,886.90","100.0"
"2018","620","Montgomery County Schools","SALARIES","18,228,242","2,539,615","3,946,599","24,714,456","4,700.42","654.88","1,017.69","6,372.99","59.9"
"2018","620","Montgomery County Schools","EMPLOYEE BENEFITS","6,709,663","1,132,259","1,173,937","9,015,859","1,730.19","291.97","302.72","2,324.88","21.9"
"2018","620","Montgomery County Schools","PURCHASED SERVICES","725,588","384,781","2,023,982","3,134,351","187.10","99.22","521.91","808.23","7.6"
"2018","620","Montgomery County Schools","SUPPLIES & MATERIALS","1,136,291","1,420,123","1,239,784","3,796,198","293.01","366.20","319.70","978.91","9.2"
"2018","620","Montgomery County Schools","INSTRUCTIONAL EQUIP.","551,148","26,927","8,284","586,359","142.12","6.94","2.14","151.20","1.4"
"2018","620","Montgomery County Schools","TOTAL","27,350,932","5,503,705","8,392,586","41,247,223","7,052.84","1,419.21","2,164.16","10,636.21","100.0"
"2018","630","Moore County Schools","SALARIES","53,642,565","5,366,721","15,479,779","74,489,065","4,277.38","427.93","1,234.33","5,939.64","63.5"
"2018","630","Moore County Schools","EMPLOYEE BENEFITS","16,584,368","2,015,413","7,296,610","25,896,391","1,322.41","160.71","581.82","2,064.94","22.2"
"2018","630","Moore County Schools","PURCHASED SERVICES","668,510","1,444,345","5,093,526","7,206,381","53.31","115.17","406.15","574.63","6.1"
"2018","630","Moore County Schools","SUPPLIES & MATERIALS","1,632,963","2,887,158","3,621,823","8,141,944","130.21","230.22","288.80","649.23","6.9"
"2018","630","Moore County Schools","INSTRUCTIONAL EQUIP.","1,381,822","34,569","142,814","1,559,205","110.18","2.76","11.39","124.33","1.3"
"2018","630","Moore County Schools","TOTAL","73,910,228","11,748,206","31,634,552","117,292,986","5,893.49","936.79","2,522.49","9,352.77","100.0"
"2018","640","Nash-Rocky Mount Schools","SALARIES","64,297,546","9,828,853","11,988,225","86,114,624","4,295.95","656.70","800.98","5,753.63","61.0"
"2018","640","Nash-Rocky Mount Schools","EMPLOYEE BENEFITS","22,895,601","3,652,409","3,775,099","30,323,109","1,529.74","244.03","252.23","2,026.00","21.5"
"2018","640","Nash-Rocky Mount Schools","PURCHASED SERVICES","4,143,443","1,625,541","6,722,588","12,491,572","276.84","108.61","449.16","834.61","8.9"
"2018","640","Nash-Rocky Mount Schools","SUPPLIES & MATERIALS","3,385,644","4,089,505","3,184,708","10,659,857","226.21","273.23","212.78","712.22","7.6"
"2018","640","Nash-Rocky Mount Schools","INSTRUCTIONAL EQUIP.","1,433,388","55,055","-9,452","1,478,991","95.77","3.68","-0.63","98.82","1.0"
"2018","640","Nash-Rocky Mount Schools","TOTAL","96,155,622","19,251,363","25,661,168","141,068,153","6,424.51","1,286.25","1,714.52","9,425.28","100.0"
"2018","650","New Hanover County Schools","SALARIES","106,541,476","11,608,077","43,420,992","161,570,545","4,098.69","446.57","1,670.42","6,215.68","62.7"
"2018","650","New Hanover County Schools","EMPLOYEE BENEFITS","39,024,871","4,195,699","14,238,220","57,458,790","1,501.30","161.41","547.75","2,210.46","22.2"
"2018","650","New Hanover County Schools","PURCHASED SERVICES","2,103,707","2,399,798","16,562,066","21,065,571","80.93","92.32","637.15","810.40","8.2"
"2018","650","New Hanover County Schools","SUPPLIES & MATERIALS","3,100,274","6,069,005","7,461,785","16,631,064","119.27","233.48","287.06","639.81","6.5"
"2017","760","Randolph County Schools","SALARIES","69,347,331","8,888,734","11,863,683","90,099,748","4,061.57","520.60","694.84","5,277.01","62.0"
"2017","760","Randolph County Schools","EMPLOYEE BENEFITS","25,108,986","3,557,413","3,483,706","32,150,105","1,470.60","208.35","204.04","1,882.99","22.2"
"2017","760","Randolph County Schools","PURCHASED SERVICES","2,584,632","1,111,530","6,635,865","10,332,027","151.38","65.10","388.65","605.13","7.1"
"2017","760","Randolph County Schools","SUPPLIES & MATERIALS","5,391,512","3,622,541","2,669,231","11,683,284","315.77","212.17","156.33","684.27","8.0"
"2017","760","Randolph County Schools","INSTRUCTIONAL EQUIP.","1,004,257","41,954","40,132","1,086,343","58.82","2.46","2.35","63.63","0.7"
"2017","760","Randolph County Schools","TOTAL","103,436,718","17,222,172","24,692,617","145,351,507","6,058.14","1,008.68","1,446.21","8,513.03","100.0"
"2017","761","Asheboro City Schools","SALARIES","20,020,437","2,586,147","4,468,755","27,075,339","4,357.95","562.94","972.74","5,893.63","62.5"
"2017","761","Asheboro City Schools","EMPLOYEE BENEFITS","7,231,972","865,442","1,580,024","9,677,438","1,574.22","188.39","343.93","2,106.54","22.4"
"2017","761","Asheboro City Schools","PURCHASED SERVICES","188,711","535,239","2,462,031","3,185,981","41.08","116.51","535.92","693.51","7.3"
"2017","761","Asheboro City Schools","SUPPLIES & MATERIALS","1,020,312","1,417,840","786,867","3,225,019","222.10","308.63","171.28","702.01","7.4"
"2017","761","Asheboro City Schools","INSTRUCTIONAL EQUIP.","139,383","40,721","4,279","184,383","30.34","8.86","0.93","40.13","0.4"
"2017","761","Asheboro City Schools","TOTAL","28,600,815","5,445,389","9,301,956","43,348,160","6,225.69","1,185.33","2,024.80","9,435.82","100.0"
"2017","770","Richmond County Schools","SALARIES","32,128,698","4,813,791","3,522,549","40,465,038","4,422.39","662.60","484.87","5,569.86","59.9"
"2017","770","Richmond County Schools","EMPLOYEE BENEFITS","11,067,644","2,015,166","1,233,465","14,316,275","1,523.42","277.38","169.78","1,970.58","21.1"
"2017","770","Richmond County Schools","PURCHASED SERVICES","1,823,677","415,170","3,152,132","5,390,979","251.02","57.15","433.88","742.05","8.0"
"2017","770","Richmond County Schools","SUPPLIES & MATERIALS","2,143,858","2,774,708","1,322,780","6,241,346","295.09","381.93","182.08","859.10","9.2"
"2017","770","Richmond County Schools","INSTRUCTIONAL EQUIP.","1,058,872","111,959","16,931","1,187,762","145.75","15.41","2.33","163.49","1.8"
"2017","770","Richmond County Schools","TOTAL","48,222,749","10,130,794","9,247,857","67,601,400","6,637.67","1,394.47","1,272.94","9,305.08","100.0"
"2017","780","Robeson County Schools","SALARIES","106,457,651","12,582,578","5,805,389","124,845,618","4,669.40","551.89","254.63","5,475.92","58.2"
"2017","780","Robeson County Schools","EMPLOYEE BENEFITS","37,675,656","5,867,467","1,883,725","45,426,848","1,652.51","257.36","82.62","1,992.49","21.2"
"2017","780","Robeson County Schools","PURCHASED SERVICES","4,875,367","4,275,896","7,747,052","16,898,315","213.84","187.55","339.80","741.19","7.9"
"2017","780","Robeson County Schools","SUPPLIES & MATERIALS","4,717,054","11,321,174","3,708,229","19,746,457","206.90","496.56","162.65","866.11","9.2"
"2017","780","Robeson County Schools","INSTRUCTIONAL EQUIP.","3,198,188","4,143,782","208,632","7,550,602","140.28","181.75","9.15","331.18","3.5"
"2017","780","Robeson County Schools","TOTAL","156,923,916","38,190,897","19,353,027","214,467,840","6,882.93","1,675.11","848.85","9,406.89","100.0"
"2017","790","Rockingham County Schools","SALARIES","54,671,991","6,165,071","5,191,708","66,028,770","4,446.32","501.39","422.23","5,369.94","61.2"
"2017","790","Rockingham County Schools","EMPLOYEE BENEFITS","19,154,362","2,529,173","1,693,583","23,377,118","1,557.77","205.69","137.73","1,901.19","21.6"
"2017","790","Rockingham County Schools","PURCHASED SERVICES","2,293,655","502,229","7,476,411","10,272,295","186.54","40.84","608.04","835.42","9.5"
